ResultIndex,RaceIndex,PerfectFinish,RaceNumberGroup,DriversInRace,Race_AverageAge,DriverAgeGroup,GridPositionGroup,CircuitRegion,RaceHalfDecade,RaceMonthGroup,RaceTime
25008,2021.3,1,1,Few,26_27,Older,Front,Europe,2020-2024,Spring,Middle
25009,2021.3,1,1,Few,26_27,Older,Front,Europe,2020-2024,Spring,Middle
25010,2021.3,1,1,Few,26_27,Younger,Middle,Europe,2020-2024,Spring,Middle
25011,2021.3,1,1,Few,26_27,Younger,Middle,Europe,2020-2024,Spring,Middle
25012,2021.3,1,1,Few,26_27,Younger,Front,Europe,2020-2024,Spring,Middle
25013,2021.3,1,1,Few,26_27,Older,Back,Europe,2020-2024,Spring,Middle
25014,2021.3,1,1,Few,26_27,Older,Back,Europe,2020-2024,Spring,Middle
25015,2021.3,1,1,Few,26_27,Average,Middle,Europe,2020-2024,Spring,Middle
25016,2021.3,1,1,Few,26_27,Average,Front,Europe,2020-2024,Spring,Middle
25017,2021.3,0,1,Few,26_27,Average,Middle,Europe,2020-2024,Spring,Middle
25018,2021.3,0,1,Few,26_27,Older,Middle,Europe,2020-2024,Spring,Middle
25019,2021.3,0,1,Few,26_27,Younger,Back,Europe,2020-2024,Spring,Middle
25020,2021.3,0,1,Few,26_27,Younger,Back,Europe,2020-2024,Spring,Middle
25021,2021.3,0,1,Few,26_27,Younger,Middle,Europe,2020-2024,Spring,Middle
25022,2021.3,0,1,Few,26_27,Younger,Back,Europe,2020-2024,Spring,Middle
25023,2021.3,0,1,Few,26_27,Average,Back,Europe,2020-2024,Spring,Middle
25024,2021.3,0,1,Few,26_27,Younger,Back,Europe,2020-2024,Spring,Middle
25025,2021.3,0,1,Few,26_27,Older,Back,Europe,2020-2024,Spring,Middle
25026,2021.4,1,1,Few,26_27,Older,Front,Europe,2020-2024,Spring,Middle
25027,2021.4,1,1,Few,26_27,Younger,Front,Europe,2020-2024,Spring,Middle
25028,2021.4,1,1,Few,26_27,Older,Front,Europe,2020-2024,Spring,Middle
25029,2021.4,1,1,Few,26_27,Younger,Front,Europe,2020-2024,Spring,Middle
25030,2021.4,1,1,Few,26_27,Older,Middle,Europe,2020-2024,Spring,Middle
25031,2021.4,1,1,Few,26_27,Older,Middle,Europe,2020-2024,Spring,Middle
25032,2021.4,1,1,Few,26_27,Average,Front,Europe,2020-2024,Spring,Middle
25033,2021.4,0,1,Few,26_27,Younger,Middle,Europe,2020-2024,Spring,Middle
25034,2021.4,0,1,Few,26_27,Younger,Front,Europe,2020-2024,Spring,Middle
25035,2021.4,0,1,Few,26_27,Average,Middle,Europe,2020-2024,Spring,Middle
25036,2021.4,0,1,Few,26_27,Younger,Middle,Europe,2020-2024,Spring,Middle
25037,2021.4,0,1,Few,26_27,Older,Back,Europe,2020-2024,Spring,Middle
25038,2021.4,0,1,Few,26_27,Older,Back,Europe,2020-2024,Spring,Middle
25039,2021.4,0,1,Few,26_27,Younger,Back,Europe,2020-2024,Spring,Middle
25040,2021.4,0,1,Few,26_27,Average,Back,Europe,2020-2024,Spring,Middle
25041,2021.4,0,1,Few,26_27,Average,Back,Europe,2020-2024,Spring,Middle
25042,2021.4,0,1,Few,26_27,Older,Middle,Europe,2020-2024,Spring,Middle
25043,2021.4,0,1,Few,26_27,Younger,Back,Europe,2020-2024,Spring,Middle
25044,2021.4,0,1,Few,26_27,Younger,Back,Europe,2020-2024,Spring,Middle
25045,2021.4,0,1,Few,26_27,Younger,Back,Europe,2020-2024,Spring,Middle
25047,2021.5,1,1,Few,26_27,Average,Front,Europe,2020-2024,Spring,Middle
25046,2021.5,1,1,Few,26_27,Younger,Front,Europe,2020-2024,Spring,Middle
25048,2021.5,1,1,Few,26_27,Younger,Front,Europe,2020-2024,Spring,Middle
25049,2021.5,1,1,Few,26_27,Older,Middle,Europe,2020-2024,Spring,Middle
25050,2021.5,1,1,Few,26_27,Older,Middle,Europe,2020-2024,Spring,Middle
25051,2021.5,1,1,Few,26_27,Average,Front,Europe,2020-2024,Spring,Middle
25052,2021.5,1,1,Few,26_27,Older,Middle,Europe,2020-2024,Spring,Middle
25053,2021.5,0,1,Few,26_27,Younger,Back,Europe,2020-2024,Spring,Middle
25054,2021.5,0,1,Few,26_27,Younger,Middle,Europe,2020-2024,Spring,Middle
25055,2021.5,0,1,Few,26_27,Average,Middle,Europe,2020-2024,Spring,Middle
25056,2021.5,0,1,Few,26_27,Older,Back,Europe,2020-2024,Spring,Middle
25057,2021.5,0,1,Few,26_27,Older,Middle,Europe,2020-2024,Spring,Middle
25058,2021.5,0,1,Few,26_27,Older,Back,Europe,2020-2024,Spring,Middle
25059,2021.5,0,1,Few,26_27,Younger,Back,Europe,2020-2024,Spring,Middle
25060,2021.5,0,1,Few,26_27,Average,Back,Europe,2020-2024,Spring,Middle
25061,2021.5,0,1,Few,26_27,Younger,Back,Europe,2020-2024,Spring,Middle
25062,2021.5,0,1,Few,26_27,Younger,Back,Europe,2020-2024,Spring,Middle
25063,2021.5,0,1,Few,26_27,Younger,Back,Europe,2020-2024,Spring,Middle
25064,2021.5,0,1,Few,26_27,Older,Front,Europe,2020-2024,Spring,Middle
25065,2021.5,0,1,Few,26_27,Younger,Front,Europe,2020-2024,Spring,Middle
25066,2021.6,1,2,Few,26_27,Older,Front,Asia,2020-2024,Summer,Middle
25067,2021.6,1,2,Few,26_27,Older,Middle,Asia,2020-2024,Summer,Middle
25068,2021.6,1,2,Few,26_27,Average,Front,Asia,2020-2024,Summer,Middle
25069,2021.6,1,2,Few,26_27,Younger,Front,Asia,2020-2024,Summer,Middle
25070,2021.6,1,2,Few,26_27,Younger,Middle,Asia,2020-2024,Summer,Middle
25071,2021.6,1,2,Few,26_27,Older,Middle,Asia,2020-2024,Summer,Middle
25072,2021.6,1,2,Few,26_27,Younger,Middle,Asia,2020-2024,Summer,Middle
25073,2021.6,1,2,Few,26_27,Average,Front,Asia,2020-2024,Summer,Middle
25074,2021.6,1,2,Few,26_27,Older,Back,Asia,2020-2024,Summer,Middle
25075,2021.6,1,2,Few,26_27,Older,Back,Asia,2020-2024,Summer,Middle
25076,2021.6,1,2,Few,26_27,Average,Back,Asia,2020-2024,Summer,Middle
25077,2021.6,1,2,Few,26_27,Older,Middle,Asia,2020-2024,Summer,Middle
25078,2021.6,1,2,Few,26_27,Younger,Back,Asia,2020-2024,Summer,Middle
25079,2021.6,1,2,Few,26_27,Younger,Back,Asia,2020-2024,Summer,Middle
25080,2021.6,1,2,Few,26_27,Older,Front,Asia,2020-2024,Summer,Middle
25081,2021.6,1,2,Few,26_27,Average,Back,Asia,2020-2024,Summer,Middle
25082,2021.6,0,2,Few,26_27,Younger,Back,Asia,2020-2024,Summer,Middle
25083,2021.6,0,2,Few,26_27,Younger,Front,Asia,2020-2024,Summer,Middle
25084,2021.6,0,2,Few,26_27,Younger,Back,Asia,2020-2024,Summer,Middle
25085,2021.6,0,2,Few,26_27,Younger,Middle,Asia,2020-2024,Summer,Middle
25086,2021.7,1,2,Few,26_27,Younger,Front,Europe,2020-2024,Summer,Middle
25087,2021.7,1,2,Few,26_27,Older,Front,Europe,2020-2024,Summer,Middle
25088,2021.7,1,2,Few,26_27,Older,Front,Europe,2020-2024,Summer,Middle
25089,2021.7,1,2,Few,26_27,Older,Front,Europe,2020-2024,Summer,Middle
25090,2021.7,1,2,Few,26_27,Younger,Middle,Europe,2020-2024,Summer,Middle
25091,2021.7,1,2,Few,26_27,Older,Middle,Europe,2020-2024,Summer,Middle
25092,2021.7,1,2,Few,26_27,Average,Front,Europe,2020-2024,Summer,Middle
25093,2021.7,1,2,Few,26_27,Older,Middle,Europe,2020-2024,Summer,Middle
25094,2021.7,1,2,Few,26_27,Older,Middle,Europe,2020-2024,Summer,Middle
25095,2021.7,1,2,Few,26_27,Younger,Back,Europe,2020-2024,Summer,Middle
25096,2021.7,1,2,Few,26_27,Average,Front,Europe,2020-2024,Summer,Middle
25097,2021.7,0,2,Few,26_27,Younger,Back,Europe,2020-2024,Summer,Middle
25098,2021.7,0,2,Few,26_27,Younger,Back,Europe,2020-2024,Summer,Middle
25099,2021.7,0,2,Few,26_27,Younger,Middle,Europe,2020-2024,Summer,Middle
25100,2021.7,0,2,Few,26_27,Average,Back,Europe,2020-2024,Summer,Middle
25101,2021.7,0,2,Few,26_27,Younger,Middle,Europe,2020-2024,Summer,Middle
25102,2021.7,0,2,Few,26_27,Older,Back,Europe,2020-2024,Summer,Middle
25103,2021.7,0,2,Few,26_27,Average,Back,Europe,2020-2024,Summer,Middle
25104,2021.7,0,2,Few,26_27,Younger,Back,Europe,2020-2024,Summer,Middle
25105,2021.7,0,2,Few,26_27,Younger,Back,Europe,2020-2024,Summer,Middle
25106,2021.8,1,2,Few,26_27,Younger,Front,Europe,2020-2024,Summer,Middle
25107,2021.8,1,2,Few,26_27,Older,Front,Europe,2020-2024,Summer,Middle
25108,2021.8,1,2,Few,26_27,Older,Front,Europe,2020-2024,Summer,Middle
25109,2021.8,1,2,Few,26_27,Older,Front,Europe,2020-2024,Summer,Middle
25110,2021.8,0,2,Few,26_27,Younger,Front,Europe,2020-2024,Summer,Middle
25111,2021.8,0,2,Few,26_27,Average,Middle,Europe,2020-2024,Summer,Middle
25112,2021.8,0,2,Few,26_27,Younger,Middle,Europe,2020-2024,Summer,Middle
25113,2021.8,0,2,Few,26_27,Younger,Middle,Europe,2020-2024,Summer,Middle
25114,2021.8,0,2,Few,26_27,Older,Middle,Europe,2020-2024,Summer,Middle
25115,2021.8,0,2,Few,26_27,Younger,Middle,Europe,2020-2024,Summer,Middle
25116,2021.8,0,2,Few,26_27,Older,Back,Europe,2020-2024,Summer,Middle
25117,2021.8,0,2,Few,26_27,Older,Back,Europe,2020-2024,Summer,Middle
25118,2021.8,0,2,Few,26_27,Older,Back,Europe,2020-2024,Summer,Middle
25119,2021.8,0,2,Few,26_27,Younger,Back,Europe,2020-2024,Summer,Middle
25120,2021.8,0,2,Few,26_27,Average,Back,Europe,2020-2024,Summer,Middle
25121,2021.8,0,2,Few,26_27,Younger,Back,Europe,2020-2024,Summer,Middle
25122,2021.8,0,2,Few,26_27,Average,Back,Europe,2020-2024,Summer,Middle
25123,2021.8,0,2,Few,26_27,Younger,Back,Europe,2020-2024,Summer,Middle
25124,2021.8,0,2,Few,26_27,Younger,Middle,Europe,2020-2024,Summer,Middle
25125,2021.8,0,2,Few,26_27,Average,Front,Europe,2020-2024,Summer,Middle
25126,2021.9,1,2,Few,26_27,Younger,Front,Europe,2020-2024,Summer,Middle
25127,2021.9,1,2,Few,26_27,Older,Front,Europe,2020-2024,Summer,Middle
25128,2021.9,1,2,Few,26_27,Younger,Front,Europe,2020-2024,Summer,Middle
25129,2021.9,1,2,Few,26_27,Older,Front,Europe,2020-2024,Summer,Middle
25130,2021.9,1,2,Few,26_27,Average,Middle,Europe,2020-2024,Summer,Middle
25131,2021.9,1,2,Few,26_27,Older,Front,Europe,2020-2024,Summer,Middle
25132,2021.9,1,2,Few,26_27,Older,Back,Europe,2020-2024,Summer,Middle
25133,2021.9,1,2,Few,26_27,Younger,Middle,Europe,2020-2024,Summer,Middle
25134,2021.9,1,2,Few,26_27,Average,Front,Europe,2020-2024,Summer,Middle
25135,2021.9,0,2,Few,26_27,Older,Back,Europe,2020-2024,Summer,Middle
25136,2021.9,0,2,Few,26_27,Younger,Middle,Europe,2020-2024,Summer,Middle
25137,2021.9,0,2,Few,26_27,Younger,Middle,Europe,2020-2024,Summer,Middle
25138,2021.9,0,2,Few,26_27,Younger,Middle,Europe,2020-2024,Summer,Middle
25139,2021.9,0,2,Few,26_27,Average,Back,Europe,2020-2024,Summer,Middle
25140,2021.9,0,2,Few,26_27,Older,Back,Europe,2020-2024,Summer,Middle
25141,2021.9,0,2,Few,26_27,Average,Back,Europe,2020-2024,Summer,Middle
25142,2021.9,0,2,Few,26_27,Older,Middle,Europe,2020-2024,Summer,Middle
25143,2021.9,0,2,Few,26_27,Younger,Back,Europe,2020-2024,Summer,Middle
25144,2021.9,0,2,Few,26_27,Younger,Back,Europe,2020-2024,Summer,Middle
25145,2021.9,0,2,Few,26_27,Younger,Back,Europe,2020-2024,Summer,Middle
25146,2021.1,1,2,Few,26_27,Older,Front,Europe,2020-2024,Summer,Middle
25147,2021.1,1,2,Few,26_27,Younger,Front,Europe,2020-2024,Summer,Middle
25148,2021.1,1,2,Few,26_27,Older,Front,Europe,2020-2024,Summer,Middle
25149,2021.1,1,2,Few,26_27,Younger,Front,Europe,2020-2024,Summer,Middle
25150,2021.1,1,2,Few,26_27,Older,Front,Europe,2020-2024,Summer,Middle
25151,2021.1,1,2,Few,26_27,Average,Middle,Europe,2020-2024,Summer,Middle
25152,2021.1,1,2,Few,26_27,Older,Middle,Europe,2020-2024,Summer,Middle
25153,2021.1,1,2,Few,26_27,Younger,Back,Europe,2020-2024,Summer,Middle
25154,2021.1,1,2,Few,26_27,Younger,Middle,Europe,2020-2024,Summer,Middle
25155,2021.1,1,2,Few,26_27,Younger,Back,Europe,2020-2024,Summer,Middle
25156,2021.1,1,2,Few,26_27,Average,Middle,Europe,2020-2024,Summer,Middle
25157,2021.1,0,2,Few,26_27,Younger,Middle,Europe,2020-2024,Summer,Middle
25158,2021.1,0,2,Few,26_27,Average,Back,Europe,2020-2024,Summer,Middle
25159,2021.1,0,2,Few,26_27,Average,Back,Europe,2020-2024,Summer,Middle
25160,2021.1,0,2,Few,26_27,Older,Back,Europe,2020-2024,Summer,Middle
25161,2021.1,0,2,Few,26_27,Older,Back,Europe,2020-2024,Summer,Middle
25162,2021.1,0,2,Few,26_27,Younger,Back,Europe,2020-2024,Summer,Middle
25163,2021.1,0,2,Few,26_27,Younger,Back,Europe,2020-2024,Summer,Middle
25164,2021.1,0,2,Few,26_27,Older,Middle,Europe,2020-2024,Summer,Middle
25165,2021.1,0,2,Few,26_27,Younger,Front,Europe,2020-2024,Summer,Middle
25166,2021.11,1,3,Few,28,Younger,Middle,Europe,2020-2024,Summer,Middle
25167,2021.11,1,3,Few,28,Older,Front,Europe,2020-2024,Summer,Middle
25168,2021.11,1,3,Few,28,Average,Back,Europe,2020-2024,Summer,Middle
25169,2021.11,1,3,Few,28,Older,Middle,Europe,2020-2024,Summer,Middle
25170,2021.11,1,3,Few,28,Younger,Front,Europe,2020-2024,Summer,Middle
25171,2021.11,1,3,Few,28,Younger,Back,Europe,2020-2024,Summer,Middle
25172,2021.11,1,3,Few,28,Average,Back,Europe,2020-2024,Summer,Middle
25173,2021.11,1,3,Few,28,Younger,Back,Europe,2020-2024,Summer,Middle
25174,2021.11,1,3,Few,28,Younger,Front,Europe,2020-2024,Summer,Middle
25175,2021.11,0,3,Few,28,Older,Back,Europe,2020-2024,Summer,Middle
25176,2021.11,0,3,Few,28,Older,Middle,Europe,2020-2024,Summer,Middle
25177,2021.11,0,3,Few,28,Younger,Back,Europe,2020-2024,Summer,Middle
25178,2021.11,0,3,Few,28,Average,Back,Europe,2020-2024,Summer,Middle
25179,2021.11,0,3,Few,28,Younger,Back,Europe,2020-2024,Summer,Middle
25180,2021.11,0,3,Few,28,Younger,Front,Europe,2020-2024,Summer,Middle
25181,2021.11,0,3,Few,28,Older,Front,Europe,2020-2024,Summer,Middle
25182,2021.11,0,3,Few,28,Older,Front,Europe,2020-2024,Summer,Middle
25183,2021.11,0,3,Few,28,Younger,Middle,Europe,2020-2024,Summer,Middle
25184,2021.11,0,3,Few,28,Younger,Middle,Europe,2020-2024,Summer,Middle
25185,2021.11,0,3,Few,28,Older,Middle,Europe,2020-2024,Summer,Middle
25186,2021.12,1,3,Few,28,Younger,Front,Europe,2020-2024,Summer,Middle
25187,2021.12,1,3,Few,28,Younger,Front,Europe,2020-2024,Summer,Middle
25188,2021.12,1,3,Few,28,Older,Front,Europe,2020-2024,Summer,Middle
25189,2021.12,1,3,Few,28,Older,Front,Europe,2020-2024,Summer,Middle
25190,2021.12,1,3,Few,28,Older,Front,Europe,2020-2024,Summer,Middle
25191,2021.12,1,3,Few,28,Younger,Front,Europe,2020-2024,Summer,Middle
25192,2021.12,1,3,Few,28,Younger,Middle,Europe,2020-2024,Summer,Middle
25193,2021.12,1,3,Few,28,Younger,Middle,Europe,2020-2024,Summer,Middle
25194,2021.12,1,3,Few,28,Average,Middle,Europe,2020-2024,Summer,Middle
25195,2021.12,1,3,Few,28,Average,Middle,Europe,2020-2024,Summer,Middle
25196,2021.12,1,3,Few,28,Older,Middle,Europe,2020-2024,Summer,Middle
25197,2021.12,1,3,Few,28,Older,Back,Europe,2020-2024,Summer,Middle
25198,2021.12,1,3,Few,28,Average,Back,Europe,2020-2024,Summer,Middle
25199,2021.12,1,3,Few,28,Younger,Back,Europe,2020-2024,Summer,Middle
25200,2021.12,1,3,Few,28,Younger,Back,Europe,2020-2024,Summer,Middle
25201,2021.12,1,3,Few,28,Younger,Back,Europe,2020-2024,Summer,Middle
25202,2021.12,1,3,Few,28,Younger,Back,Europe,2020-2024,Summer,Middle
25203,2021.12,1,3,Few,28,Older,Back,Europe,2020-2024,Summer,Middle
25204,2021.12,1,3,Few,28,Older,Back,Europe,2020-2024,Summer,Middle
25205,2021.12,1,3,Few,28,Younger,Back,Europe,2020-2024,Summer,Middle
25206,2021.13,1,3,Few,26_27,Younger,Front,Europe,2020-2024,Autumn_Winter,Middle
25207,2021.13,1,3,Few,26_27,Older,Front,Europe,2020-2024,Autumn_Winter,Middle
25208,2021.13,1,3,Few,26_27,Older,Front,Europe,2020-2024,Autumn_Winter,Middle
25209,2021.13,0,3,Few,26_27,Average,Front,Europe,2020-2024,Autumn_Winter,Middle
25210,2021.13,0,3,Few,26_27,Younger,Front,Europe,2020-2024,Autumn_Winter,Middle
25211,2021.13,0,3,Few,26_27,Older,Middle,Europe,2020-2024,Autumn_Winter,Middle
25212,2021.13,0,3,Few,26_27,Average,Front,Europe,2020-2024,Autumn_Winter,Middle
25213,2021.13,0,3,Few,26_27,Older,Back,Europe,2020-2024,Autumn_Winter,Middle
25214,2021.13,0,3,Few,26_27,Younger,Middle,Europe,2020-2024,Autumn_Winter,Middle
25215,2021.13,0,3,Few,26_27,Younger,Back,Europe,2020-2024,Autumn_Winter,Middle
25216,2021.13,0,3,Few,26_27,Older,Middle,Europe,2020-2024,Autumn_Winter,Middle
25217,2021.13,0,3,Few,26_27,Younger,Middle,Europe,2020-2024,Autumn_Winter,Middle
25218,2021.13,0,3,Few,26_27,Older,Back,Europe,2020-2024,Autumn_Winter,Middle
25219,2021.13,0,3,Few,26_27,Average,Middle,Europe,2020-2024,Autumn_Winter,Middle
25220,2021.13,0,3,Few,26_27,Older,Back,Europe,2020-2024,Autumn_Winter,Middle
25221,2021.13,0,3,Few,26_27,Average,Back,Europe,2020-2024,Autumn_Winter,Middle
25222,2021.13,0,3,Few,26_27,Younger,Middle,Europe,2020-2024,Autumn_Winter,Middle
25223,2021.13,0,3,Few,26_27,Younger,Back,Europe,2020-2024,Autumn_Winter,Middle
25224,2021.13,0,3,Few,26_27,Younger,Back,Europe,2020-2024,Autumn_Winter,Middle
25225,2021.13,0,3,Few,26_27,Younger,Back,Europe,2020-2024,Autumn_Winter,Middle
25226,2021.14,1,3,Few,26_27,Older,Front,Europe,2020-2024,Autumn_Winter,Middle
25227,2021.14,1,3,Few,26_27,Younger,Front,Europe,2020-2024,Autumn_Winter,Middle
25228,2021.14,1,3,Few,26_27,Older,Back,Europe,2020-2024,Autumn_Winter,Middle
25229,2021.14,1,3,Few,26_27,Younger,Front,Europe,2020-2024,Autumn_Winter,Middle
25230,2021.14,1,3,Few,26_27,Older,Middle,Europe,2020-2024,Autumn_Winter,Middle
25231,2021.14,1,3,Few,26_27,Average,Front,Europe,2020-2024,Autumn_Winter,Middle
25232,2021.14,1,3,Few,26_27,Younger,Middle,Europe,2020-2024,Autumn_Winter,Middle
25233,2021.14,1,3,Few,26_27,Older,Middle,Europe,2020-2024,Autumn_Winter,Middle
25234,2021.14,1,3,Few,26_27,Younger,Back,Europe,2020-2024,Autumn_Winter,Middle
25235,2021.14,1,3,Few,26_27,Younger,Middle,Europe,2020-2024,Autumn_Winter,Middle
25236,2021.14,1,3,Few,26_27,Average,Back,Europe,2020-2024,Autumn_Winter,Middle
25237,2021.14,1,3,Few,26_27,Older,Middle,Europe,2020-2024,Autumn_Winter,Middle
25238,2021.14,1,3,Few,26_27,Average,Middle,Europe,2020-2024,Autumn_Winter,Middle
25239,2021.14,1,3,Few,26_27,Older,Back,Europe,2020-2024,Autumn_Winter,Middle
25240,2021.14,1,3,Few,26_27,Younger,Back,Europe,2020-2024,Autumn_Winter,Middle
25241,2021.14,0,3,Few,26_27,Younger,Back,Europe,2020-2024,Autumn_Winter,Middle
25242,2021.14,0,3,Few,26_27,Older,Front,Europe,2020-2024,Autumn_Winter,Middle
25243,2021.14,0,3,Few,26_27,Younger,Front,Europe,2020-2024,Autumn_Winter,Middle
25244,2021.14,0,3,Few,26_27,Average,Back,Europe,2020-2024,Autumn_Winter,Middle
25245,2021.14,0,3,Few,26_27,Younger,Back,Europe,2020-2024,Autumn_Winter,Middle
25246,2021.15,1,3,Few,28,Older,Front,Asia,2020-2024,Autumn_Winter,Middle
25247,2021.15,1,3,Few,28,Younger,Back,Asia,2020-2024,Autumn_Winter,Middle
25248,2021.15,1,3,Few,28,Average,Front,Asia,2020-2024,Autumn_Winter,Middle
25249,2021.15,1,3,Few,28,Older,Front,Asia,2020-2024,Autumn_Winter,Middle
25250,2021.15,1,3,Few,28,Older,Back,Asia,2020-2024,Autumn_Winter,Middle
25251,2021.15,1,3,Few,28,Older,Front,Asia,2020-2024,Autumn_Winter,Middle
25252,2021.15,1,3,Few,28,Younger,Front,Asia,2020-2024,Autumn_Winter,Middle
25253,2021.15,1,3,Few,28,Older,Back,Asia,2020-2024,Autumn_Winter,Middle
25254,2021.15,1,3,Few,28,Older,Middle,Asia,2020-2024,Autumn_Winter,Middle
25255,2021.15,1,3,Few,28,Younger,Front,Asia,2020-2024,Autumn_Winter,Middle
25256,2021.15,1,3,Few,28,Younger,Middle,Asia,2020-2024,Autumn_Winter,Middle
25257,2021.15,0,3,Few,28,Older,Middle,Asia,2020-2024,Autumn_Winter,Middle
25258,2021.15,0,3,Few,28,Younger,Middle,Asia,2020-2024,Autumn_Winter,Middle
25259,2021.15,0,3,Few,28,Younger,Middle,Asia,2020-2024,Autumn_Winter,Middle
25260,2021.15,0,3,Few,28,Younger,Back,Asia,2020-2024,Autumn_Winter,Middle
25261,2021.15,0,3,Few,28,Average,Back,Asia,2020-2024,Autumn_Winter,Middle
25262,2021.15,0,3,Few,28,Younger,Middle,Asia,2020-2024,Autumn_Winter,Middle
25263,2021.15,0,3,Few,28,Younger,Back,Asia,2020-2024,Autumn_Winter,Middle
25264,2021.15,0,3,Few,28,Average,Back,Asia,2020-2024,Autumn_Winter,Middle
25265,2021.15,0,3,Few,28,Younger,Back,Asia,2020-2024,Autumn_Winter,Middle
25266,2021.16,1,4,Few,28,Older,Front,Europe,2020-2024,Autumn_Winter,Middle
25267,2021.16,1,4,Few,28,Younger,Front,Europe,2020-2024,Autumn_Winter,Middle
25268,2021.16,1,4,Few,28,Older,Front,Europe,2020-2024,Autumn_Winter,Middle
25269,2021.16,1,4,Few,28,Younger,Front,Europe,2020-2024,Autumn_Winter,Middle
25270,2021.16,1,4,Few,28,Older,Middle,Europe,2020-2024,Autumn_Winter,Middle
25271,2021.16,1,4,Few,28,Younger,Front,Europe,2020-2024,Autumn_Winter,Middle
25272,2021.16,1,4,Few,28,Younger,Middle,Europe,2020-2024,Autumn_Winter,Middle
25273,2021.16,1,4,Few,28,Average,Back,Europe,2020-2024,Autumn_Winter,Middle
25274,2021.16,1,4,Few,28,Younger,Middle,Europe,2020-2024,Autumn_Winter,Middle
25275,2021.16,0,4,Few,28,Younger,Middle,Europe,2020-2024,Autumn_Winter,Middle
25276,2021.16,0,4,Few,28,Average,Back,Europe,2020-2024,Autumn_Winter,Middle
25277,2021.16,0,4,Few,28,Older,Back,Europe,2020-2024,Autumn_Winter,Middle
25278,2021.16,0,4,Few,28,Older,Back,Europe,2020-2024,Autumn_Winter,Middle
25279,2021.16,0,4,Few,28,Younger,Middle,Europe,2020-2024,Autumn_Winter,Middle
25280,2021.16,0,4,Few,28,Younger,Back,Europe,2020-2024,Autumn_Winter,Middle
25281,2021.16,0,4,Few,28,Older,Front,Europe,2020-2024,Autumn_Winter,Middle
25282,2021.16,0,4,Few,28,Average,Back,Europe,2020-2024,Autumn_Winter,Middle
25283,2021.16,0,4,Few,28,Older,Middle,Europe,2020-2024,Autumn_Winter,Middle
25284,2021.16,0,4,Few,28,Younger,Back,Europe,2020-2024,Autumn_Winter,Middle
25285,2021.16,0,4,Few,28,Younger,Back,Europe,2020-2024,Autumn_Winter,Middle
25286,2021.17,1,4,Few,28,Younger,Front,Americas_Oceania,2020-2024,Autumn_Winter,Late
25287,2021.17,1,4,Few,28,Older,Front,Americas_Oceania,2020-2024,Autumn_Winter,Late
25288,2021.17,1,4,Few,28,Older,Front,Americas_Oceania,2020-2024,Autumn_Winter,Late
25289,2021.17,1,4,Few,28,Younger,Front,Americas_Oceania,2020-2024,Autumn_Winter,Late
25290,2021.17,1,4,Few,28,Older,Front,Americas_Oceania,2020-2024,Autumn_Winter,Late
25291,2021.17,1,4,Few,28,Older,Middle,Americas_Oceania,2020-2024,Autumn_Winter,Late
25292,2021.17,1,4,Few,28,Average,Front,Americas_Oceania,2020-2024,Autumn_Winter,Late
25293,2021.17,1,4,Few,28,Younger,Middle,Americas_Oceania,2020-2024,Autumn_Winter,Late
25294,2021.17,0,4,Few,28,Younger,Middle,Americas_Oceania,2020-2024,Autumn_Winter,Late
25295,2021.17,0,4,Few,28,Older,Back,Americas_Oceania,2020-2024,Autumn_Winter,Late
25296,2021.17,0,4,Few,28,Average,Middle,Americas_Oceania,2020-2024,Autumn_Winter,Late
25297,2021.17,0,4,Few,28,Younger,Back,Americas_Oceania,2020-2024,Autumn_Winter,Late
25298,2021.17,0,4,Few,28,Older,Back,Americas_Oceania,2020-2024,Autumn_Winter,Late
25299,2021.17,0,4,Few,28,Younger,Back,Americas_Oceania,2020-2024,Autumn_Winter,Late
25300,2021.17,0,4,Few,28,Average,Back,Americas_Oceania,2020-2024,Autumn_Winter,Late
25301,2021.17,0,4,Few,28,Younger,Back,Americas_Oceania,2020-2024,Autumn_Winter,Late
25302,2021.17,0,4,Few,28,Younger,Back,Americas_Oceania,2020-2024,Autumn_Winter,Late
25303,2021.17,0,4,Few,28,Older,Back,Americas_Oceania,2020-2024,Autumn_Winter,Late
25304,2021.17,0,4,Few,28,Younger,Middle,Americas_Oceania,2020-2024,Autumn_Winter,Late
25305,2021.17,0,4,Few,28,Younger,Middle,Americas_Oceania,2020-2024,Autumn_Winter,Late
25306,2021.18,1,4,Few,28,Younger,Front,Americas_Oceania,2020-2024,Autumn_Winter,Late
25307,2021.18,1,4,Few,28,Older,Front,Americas_Oceania,2020-2024,Autumn_Winter,Late
25308,2021.18,1,4,Few,28,Older,Front,Americas_Oceania,2020-2024,Autumn_Winter,Late
25309,2021.18,1,4,Few,28,Younger,Front,Americas_Oceania,2020-2024,Autumn_Winter,Late
25310,2021.18,1,4,Few,28,Younger,Middle,Americas_Oceania,2020-2024,Autumn_Winter,Late
25311,2021.18,0,4,Few,28,Average,Front,Americas_Oceania,2020-2024,Autumn_Winter,Late
25312,2021.18,0,4,Few,28,Older,Middle,Americas_Oceania,2020-2024,Autumn_Winter,Late
25313,2021.18,0,4,Few,28,Older,Middle,Americas_Oceania,2020-2024,Autumn_Winter,Late
25314,2021.18,0,4,Few,28,Older,Middle,Americas_Oceania,2020-2024,Autumn_Winter,Late
