ResultIndex,Finished,RaceDecade,RaceYear,RaceMonth,RaceNumber,RaceStartHourGroup,CircuitCountry,CircuitLatitude,CircuitLongitude,ConstructorName,ConstructorNationality,DriverNationality,DriverHomeRace,DriversInRace,DriverAgeAtRace,RaceDrivers_AverageAge,GridPositionGroup,GridPosition_OriginalZero,GridPositionAdjusted
19172,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Gordini,French,French,0,28,25,33.6,Back,0,23
19173,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Maserati,Italian,British,1,28,35,33.6,Back,0,16
19174,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Vanwall,British,British,1,28,39,33.6,Back,0,15
19175,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Ferrari,Italian,French,0,28,37,33.6,Back,0,13
19176,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Maserati,Italian,Argentine,0,28,30,33.6,Mid,0,6
19177,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Cooper,British,Australian,0,28,29,33.6,Back,0,25
19178,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Connaught,British,British,1,28,34,33.6,Back,0,17
19179,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Maserati,Italian,British,1,28,23,33.6,Back,0,24
19180,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Gordini,French,Brazilian,0,28,29,33.6,Back,0,18
19181,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Maserati,Italian,British,1,28,33,33.6,Back,0,20
19182,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Maserati,Italian,British,1,28,36,33.6,Back,0,22
19183,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Vanwall,British,American,0,28,34,33.6,Mid,0,7
19184,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Connaught,British,British,1,28,36,33.6,Back,0,14
19185,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Connaught,British,British,1,28,32,33.6,Back,0,19
19186,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Ferrari,Italian,Italian,0,28,24,33.6,Mid,0,10
19187,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Maserati,Italian,French,0,28,35,33.6,Mid,0,8
19188,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Maserati,Italian,French,0,28,34,33.6,Front,0,3
19189,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Gordini,French,French,0,28,38,33.6,Back,0,11
19190,0,1955 - 1964,1955,7,6,Unknown,UK,53.4769,-2.94056,Connaught,British,British,1,28,42,33.6,Back,0,21
19191,1,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Mercedes,German,Argentine,0,23,44,35.5,Front,0,1
19192,1,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Mercedes,German,Italian,1,23,48,35.5,Mid,0,9
19193,1,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Ferrari,Italian,Italian,1,23,24,35.5,Mid,0,4
19194,1,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Maserati,Italian,French,0,23,34,35.5,Mid,0,6
19195,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Maserati,Italian,Argentine,0,23,41,35.5,Back,0,16
19196,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Ferrari,Italian,Italian,1,23,27,35.5,Back,0,12
19197,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Maserati,Italian,Argentine,0,23,30,35.5,Mid,0,7
19198,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Ferrari,Italian,French,0,23,37,35.5,Back,0,15
19199,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Maserati,Italian,American,0,23,38,35.5,Back,0,20
19200,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Ferrari,Italian,British,0,23,26,35.5,Back,0,14
19201,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Mercedes,German,German,0,23,44,35.5,Front,0,3
19202,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Maserati,Italian,Italian,1,23,31,35.5,Mid,0,10
19203,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Maserati,Italian,British,0,23,36,35.5,Back,0,21
19204,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Mercedes,German,British,0,23,25,35.5,Front,0,2
19205,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Gordini,French,French,0,23,33,35.5,Back,0,19
19206,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Gordini,French,Brazilian,0,23,29,35.5,Back,0,18
19207,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Maserati,Italian,British,0,23,23,35.5,Back,0,11
19208,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Vanwall,British,American,0,23,34,35.5,Back,0,13
19209,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Gordini,French,French,0,23,38,35.5,Back,0,22
19210,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Vanwall,British,British,0,23,39,35.5,Back,0,17
19211,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Ferrari,Italian,Italian,1,23,48,35.5,Mid,0,5
19212,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Ferrari,Italian,Italian,1,23,46,35.5,Mid,0,8
19213,0,1955 - 1964,1955,9,7,Unknown,Italy,45.6156,9.28111,Arzani-Volpini,Italian,Italian,1,23,41,35.5,Back,1,23
19214,1,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Maserati,Italian,Argentine,1,18,42,35.4,Front,0,3
19215,1,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Ferrari,Italian,Italian,0,18,47,35.4,Front,0,1
19216,1,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Ferrari,Italian,Argentine,1,18,31,35.4,Front,0,2
19217,0,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Ferrari,Italian,French,0,18,36,35.4,Mid,0,5
19218,0,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Gordini,French,French,0,18,39,35.4,Back,0,15
19219,0,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Maserati,Italian,American,0,18,32,35.4,Back,0,11
19220,0,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Maserati,Italian,Thai,0,18,39,35.4,Mid,0,10
19221,0,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Maserati,Italian,Swiss,0,18,39,35.4,Back,0,13
19222,0,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Ferrari,Italian,Italian,0,18,25,35.4,Back,0,12
19223,0,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Gordini,French,French,0,18,32,35.4,Back,0,17
19224,0,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Ferrari,Italian,British,0,18,24,35.4,Mid,0,4
19225,0,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Maserati,Italian,Argentine,1,18,30,35.4,Mid,0,6
19226,0,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Maserati,Italian,Argentine,1,18,29,35.4,Mid,0,8
19227,0,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Gordini,French,French,0,18,46,35.4,Back,0,16
19228,0,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Maserati,Italian,Argentine,1,18,30,35.4,Back,0,18
19229,0,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Ferrari,Italian,French,0,18,48,35.4,Back,0,14
19230,0,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Maserati,Italian,Italian,0,18,29,35.4,Mid,0,7
19231,0,< 1955,1954,1,1,Unknown,Argentina,-34.6943,-58.4593,Maserati,Italian,Argentine,1,18,39,35.4,Mid,0,9
19232,1,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,35,32.5,Back,0,19
19233,1,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kuzma,American,American,0,55,28,32.5,Front,0,3
19234,1,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,34,32.5,Front,0,1
19235,1,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,24,32.5,Back,0,11
19236,1,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,32,32.5,Back,0,14
19237,1,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,40,32.5,Back,0,24
19238,1,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Phillips,American,American,0,55,29,32.5,Mid,0,6
19239,1,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,40,32.5,Back,0,32
19240,1,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,27,32.5,Back,0,25
19241,1,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Stevens,American,American,0,55,40,32.5,Back,0,13
19242,1,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,36,32.5,Back,0,27
19243,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kuzma,American,American,0,55,34,32.5,Mid,0,5
19244,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kuzma,American,American,0,55,32,32.5,Back,0,22
19245,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,28,32.5,Mid,0,9
19246,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,41,32.5,Mid,0,8
19247,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,33,32.5,Back,0,20
19248,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Pankratz,American,American,0,55,24,32.5,Mid,0,7
19249,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Stevens,American,American,0,55,27,32.5,Back,0,31
19250,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,35,32.5,Back,0,33
19251,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,39,32.5,Mid,0,10
19252,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,25,32.5,Back,0,12
19253,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Pawl,American,American,0,55,33,32.5,Back,0,16
19254,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,28,32.5,Back,0,17
19255,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Nichels,American,American,0,55,32,32.5,Mid,0,4
19256,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Schroeder,American,American,0,55,32,32.5,Back,0,23
19257,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,25,32.5,Back,0,30
19258,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,29,32.5,Front,0,2
19259,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,25,32.5,Back,0,28
19260,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,37,32.5,Back,0,21
19261,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Bromme,American,American,0,55,43,32.5,Back,0,29
19262,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Schroeder,American,American,0,55,42,32.5,Back,0,26
19263,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,35,32.5,Back,0,15
19264,0,< 1955,1954,5,2,Unknown,USA,39.795,-86.2347,Kurtis Kraft,American,American,0,55,35,32.5,Back,0,18
19265,1,< 1955,1954,6,3,Unknown,Belgium,50.4372,5.97139,Maserati,Italian,Argentine,0,15,42,32.7,Front,0,1
19266,1,< 1955,1954,6,3,Unknown,Belgium,50.4372,5.97139,Ferrari,Italian,French,0,15,36,32.7,Mid,0,6
19267,0,< 1955,1954,6,3,Unknown,Belgium,50.4372,5.97139,Maserati,Italian,British,0,15,24,32.7,Mid,0,9
19268,0,< 1955,1954,6,3,Unknown,Belgium,50.4372,5.97139,Ferrari,Italian,Argentine,0,15,31,32.7,Mid,0,5
19269,0,< 1955,1954,6,3,Unknown,Belgium,50.4372,5.97139,Gordini,French,Belgian,1,15,35,32.7,Mid,0,8
19270,0,< 1955,1954,6,3,Unknown,Belgium,50.4372,5.97139,Maserati,Italian,Thai,0,15,39,32.7,Back,0,13
19271,0,< 1955,1954,6,3,Unknown,Belgium,50.4372,5.97139,Maserati,Italian,Italian,0,15,25,32.7,Back,0,11
19272,0,< 1955,1954,6,3,Unknown,Belgium,50.4372,5.97139,Ferrari,Italian,Italian,0,15,47,32.7,Front,0,3
19273,0,< 1955,1954,6,3,Unknown,Belgium,50.4372,5.97139,Gordini,French,Belgian,1,15,37,32.7,Mid,0,10
19274,0,< 1955,1954,6,3,Unknown,Belgium,50.4372,5.97139,Gordini,French,French,0,15,33,32.7,Mid,0,7
19275,0,< 1955,1954,6,3,Unknown,Belgium,50.4372,5.97139,Maserati,Italian,Argentine,0,15,30,32.7,Mid,0,4
19276,0,< 1955,1954,6,3,Unknown,Belgium,50.4372,5.97139,Ferrari,Italian,Argentine,0,15,31,32.7,Front,0,2
19277,0,< 1955,1954,6,3,Unknown,Belgium,50.4372,5.97139,Ferrari,Italian,American,0,15,27,32.7,Back,0,14
19278,0,< 1955,1954,6,3,Unknown,Belgium,50.4372,5.97139,Maserati,Italian,Argentine,0,15,29,32.7,Back,0,12
19279,1,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Mercedes,German,Argentine,0,22,43,34.8,Front,0,1
19280,1,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Mercedes,German,German,0,22,43,34.8,Front,0,2
19281,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Ferrari,Italian,French,1,22,37,34.8,Back,0,12
19282,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Maserati,Italian,Thai,0,22,39,34.8,Mid,0,6
19283,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Maserati,Italian,Italian,0,22,45,34.8,Back,0,14
19284,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Gordini,French,French,1,22,33,34.8,Back,0,17
19285,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Gordini,French,Belgian,0,22,37,34.8,Back,0,19
19286,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Ferrari,Italian,French,1,22,36,34.8,Mid,0,9
19287,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Ferrari,Italian,French,1,22,48,34.8,Back,0,13
19288,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Maserati,Italian,Argentine,0,22,30,34.8,Mid,0,5
19289,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Maserati,Italian,Argentine,0,22,29,34.8,Back,0,11
19290,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Maserati,Italian,British,0,22,38,34.8,Back,0,16
19291,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Maserati,Italian,American,0,22,33,34.8,Back,0,21
19292,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Mercedes,German,German,0,22,26,34.8,Mid,0,7
19293,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Maserati,Italian,British,0,22,32,34.8,Mid,0,10
19294,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Ferrari,Italian,Argentine,0,22,31,34.8,Mid,0,4
19295,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,HWM,British,British,0,22,34,34.8,Back,0,15
19296,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Gordini,French,Belgian,0,22,35,34.8,Back,0,20
19297,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Ferrari,Italian,British,0,22,25,34.8,Mid,0,8
19298,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Gordini,French,French,1,22,32,34.8,Back,0,18
19299,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Maserati,Italian,Italian,0,22,35,34.8,Front,0,3
19300,0,< 1955,1954,7,4,Unknown,France,49.2542,3.93083,Maserati,Italian,Italian,0,22,25,34.8,Back,1,22
19301,1,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Ferrari,Italian,Argentine,0,34,31,34.6,Front,0,2
19302,1,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Ferrari,Italian,British,1,34,25,34.6,Front,0,3
19303,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Maserati,Italian,Argentine,0,34,30,34.6,Back,0,28
19304,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Mercedes,German,Argentine,0,34,43,34.6,Front,0,1
19305,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Ferrari,Italian,French,0,34,36,34.6,Mid,0,8
19306,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Maserati,Italian,Argentine,0,34,29,34.6,Back,0,32
19307,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Mercedes,German,German,0,34,43,34.6,Mid,0,6
19308,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Maserati,Italian,British,1,34,38,34.6,Mid,0,9
19309,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Gordini,French,Belgian,0,34,35,34.6,Back,0,12
19310,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Cooper,British,British,1,34,40,34.6,Back,0,18
19311,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Connaught,British,British,1,34,25,34.6,Back,0,17
19312,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Maserati,Italian,American,0,34,33,34.6,Back,0,16
19313,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Connaught,British,British,1,34,31,34.6,Back,0,22
19314,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Connaught,British,British,1,34,38,34.6,Back,0,23
19315,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Cooper,British,British,1,34,35,34.6,Back,0,20
19316,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Maserati,Italian,British,1,34,24,34.6,Mid,0,4
19317,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Connaught,British,British,1,34,45,34.6,Back,0,19
19318,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Gordini,French,French,0,34,33,34.6,Mid,0,5
19319,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Maserati,Italian,British,1,34,32,34.6,Mid,0,7
19320,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Maserati,Italian,Thai,0,34,40,34.6,Mid,0,10
19321,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Maserati,Italian,Italian,0,34,45,34.6,Back,0,27
19322,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Connaught,British,British,1,34,30,34.6,Back,0,21
19323,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Ferrari,Italian,British,1,34,43,34.6,Back,0,14
19324,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Maserati,Italian,Italian,0,34,36,34.6,Back,0,30
19325,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Gordini,French,Argentine,0,34,33,34.6,Back,0,13
19326,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Vanwall,British,British,1,34,22,34.6,Back,0,11
19327,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Ferrari,Italian,French,0,34,37,34.6,Back,0,15
19328,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Cooper,British,British,1,34,39,34.6,Back,0,24
19329,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Cooper,British,British,1,34,33,34.6,Back,0,25
19330,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Ferrari,Italian,French,0,34,48,34.6,Back,0,31
19331,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Cooper,British,British,1,34,34,34.6,Back,0,26
19332,0,< 1955,1954,7,5,Unknown,UK,52.0786,-1.01694,Cooper,British,British,1,34,25,34.6,Back,0,29
19333,1,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Mercedes,German,Argentine,0,24,43,35.4,Front,0,1
19334,1,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Ferrari,Italian,Argentine,0,24,31,35.4,Mid,0,5
19335,1,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Ferrari,Italian,French,0,24,36,35.4,Mid,0,7
19336,1,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Mercedes,German,German,1,24,43,35.4,Back,0,23
19337,1,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Maserati,Italian,Italian,0,24,25,35.4,Back,0,15
19338,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Ferrari,Italian,Italian,0,24,47,35.4,Back,0,13
19339,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Maserati,Italian,American,0,24,33,35.4,Back,0,14
19340,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Ferrari,Italian,French,0,24,48,35.4,Back,0,11
19341,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Ferrari,Italian,French,0,24,37,35.4,Back,0,12
19342,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Gordini,French,French,0,24,33,35.4,Mid,0,9
19343,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Maserati,Italian,Thai,0,24,40,35.4,Back,0,19
19344,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Mercedes,German,German,1,24,45,35.4,Back,0,13
19345,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Gordini,French,Argentine,0,24,33,35.4,Back,0,16
19346,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Klenk,German,German,1,24,41,35.4,Back,0,21
19347,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Mercedes,German,German,1,24,26,35.4,Mid,0,4
19348,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Gordini,French,Belgian,0,24,37,35.4,Mid,0,4
19349,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Ferrari,Italian,British,0,24,25,35.4,Front,0,3
19350,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Maserati,Italian,Argentine,0,24,29,35.4,Back,0,17
19351,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Maserati,Italian,British,0,24,24,35.4,Front,0,3
19352,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Gordini,French,Belgian,0,24,35,35.4,Back,0,20
19353,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Maserati,Italian,Argentine,0,24,30,35.4,Mid,0,8
19354,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Maserati,Italian,Italian,0,24,45,35.4,Mid,0,10
19355,0,< 1955,1954,8,6,Unknown,Germany,50.3356,6.9475,Maserati,Italian,British,0,24,38,35.4,Back,0,22
19356,1,< 1955,1954,8,7,Unknown,Switzerland,46.9589,7.40194,Mercedes,German,Argentine,0,17,43,32.1,Front,0,2
19357,1,< 1955,1954,8,7,Unknown,Switzerland,46.9589,7.40194,Ferrari,Italian,Argentine,0,17,31,32.1,Front,0,1
19358,0,< 1955,1954,8,7,Unknown,Switzerland,46.9589,7.40194,Mercedes,German,German,0,17,26,32.1,Mid,0,7
19359,0,< 1955,1954,8,7,Unknown,Switzerland,46.9589,7.40194,Maserati,Italian,Argentine,0,17,29,32.1,Back,0,12
19360,0,< 1955,1954,8,7,Unknown,Switzerland,46.9589,7.40194,Maserati,Italian,Italian,0,17,25,32.1,Mid,0,9
19361,0,< 1955,1954,8,7,Unknown,Switzerland,46.9589,7.40194,Maserati,Italian,British,0,17,38,32.1,Mid,0,8
19362,0,< 1955,1954,8,7,Unknown,Switzerland,46.9589,7.40194,Ferrari,Italian,Italian,0,17,26,32.1,Back,0,11
19363,0,< 1955,1954,8,7,Unknown,Switzerland,46.9589,7.40194,Ferrari,Italian,American,0,17,27,32.1,Back,0,16
19364,0,< 1955,1954,8,7,Unknown,Switzerland,46.9589,7.40194,Mercedes,German,German,0,17,43,32.1,Mid,0,5
19365,0,< 1955,1954,8,7,Unknown,Switzerland,46.9589,7.40194,Ferrari,Italian,French,0,17,36,32.1,Mid,0,4
19366,0,< 1955,1954,8,7,Unknown,Switzerland,46.9589,7.40194,Ferrari,Italian,British,0,17,25,32.1,Mid,0,6
19367,0,< 1955,1954,8,7,Unknown,Switzerland,46.9589,7.40194,Maserati,Italian,American,0,17,33,32.1,Back,0,13
19368,0,< 1955,1954,8,7,Unknown,Switzerland,46.9589,7.40194,Maserati,Italian,British,0,17,24,32.1,Front,0,3
19369,0,< 1955,1954,8,7,Unknown,Switzerland,46.9589,7.40194,Gordini,French,American,0,17,36,32.1,Back,0,15
19370,0,< 1955,1954,8,7,Unknown,Switzerland,46.9589,7.40194,Gordini,French,French,0,17,33,32.1,Back,0,14
19371,0,< 1955,1954,8,7,Unknown,Switzerland,46.9589,7.40194,Gordini,French,Argentine,0,17,33,32.1,Mid,0,10
19372,0,< 1955,1954,8,7,Unknown,Switzerland,46.9589,7.40194,Ferrari,Italian,French,0,17,37,32.1,Back,1,17
19373,1,< 1955,1954,9,8,Unknown,Italy,45.6156,9.28111,Mercedes,German,Argentine,0,22,43,32.7,Front,0,1
19374,0,< 1955,1954,9,8,Unknown,Italy,45.6156,9.28111,Ferrari,Italian,British,0,22,25,32.7,Mid,0,7
19375,0,< 1955,1954,9,8,Unknown,Italy,45.6156,9.28111,Ferrari,Italian,Italian,1,22,26,32.7,Back,0,13
19376,0,< 1955,1954,9,8,Unknown,Italy,45.6156,9.28111,Mercedes,German,German,0,22,26,32.7,Mid,0,8
19377,0,< 1955,1954,9,8,Unknown,Italy,45.6156,9.28111,Ferrari,Italian,French,0,22,36,32.7,Back,0,11
19378,0,< 1955,1954,9,8,Unknown,Italy,45.6156,9.28111,Gordini,French,American,0,22,36,32.7,Back,0,18
19379,0,< 1955,1954,9,8,Unknown,Italy,45.6156,9.28111,Vanwall,British,British,0,22,22,32.7,Back,0,16
19380,0,< 1955,1954,9,8,Unknown,Italy,45.6156,9.28111,Maserati,Italian,French,0,22,48,32.7,Back,0,20
